low.token	low.lemma	pos	freq	ent	frei	los	un	typ	basis
unbedenklichste	unbedenklich	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	bedenklich
unauslotbarer	unauslotbar	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	auslotbar
quellensteuerfreie	quellensteuerfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	quellensteuer
bügellosen	bügellos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	bügel
hausaufgabenfreien	hausaufgabenfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	hausaufgaben
handballlosen	handballlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	handball
ungesendeten	ungesendet	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	gesendet
ungedeckelte	ungedeckelt	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	gedeckelt
empathiefreien	empathiefrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	empathie
entfettende	entfettend	ADJA	66	TRUE	FALSE	FALSE	FALSE	ent-	fettend
ungestopften	ungestopft	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	gestopft
weisungsfreies	weisungsfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	weisungs
geräuschlosesten	geräuschlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	geräusch
pächterlosen	pächterlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	pächter
ahnunglosen	ahnunglos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	ahnung
unsinnliches	unsinnlich	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	sinnlich
narbenlosen	narbenlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	narben
unzerbrechlicher	unzerbrechlich	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	zerbrechlich
entmaterialisierter	entmaterialisiert	ADJA	66	TRUE	FALSE	FALSE	FALSE	ent-	materialisiert
unanschaulichen	unanschaulich	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	anschaulich
enträtselnden	enträtselnd	ADJA	66	TRUE	FALSE	FALSE	FALSE	ent-	rätselnd
pathosfreier	pathosfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	pathos
unausgeführte	unausgeführt	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	ausgeführt
oppositionslose	oppositionslos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	oppositions
schuldfreie	schuldfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	schuld
belangloseren	belanglos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	belang
zugluftfreien	zugluftfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	zugluft
morallosen	morallos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	moral
quecksilberfreien	quecksilberfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	quecksilber
uneinbringbaren	uneinbringbar	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	einbringbar
schuldfreien	schuldfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	schuld
einsatzlose	einsatzlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	einsatz
alkalifreie	alkalifrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	alkali
entfettetes	entfettet	ADJA	66	TRUE	FALSE	FALSE	FALSE	ent-	fettet
entrichtendes	entrichtend	ADJA	66	TRUE	FALSE	FALSE	FALSE	ent-	richtend
fossilfreien	fossilfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	fossil
gentechnikanbaufreien	gentechnikanbaufrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	gentechnikanbau
turnierlosen	turnierlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	turnier
gentechnikanbaufreie	gentechnikanbaufrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	gentechnikanbau
festlose	festlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	fest
entspringender	entspringend	ADJA	66	TRUE	FALSE	FALSE	FALSE	ent-	springend
unbenutzbarer	unbenutzbar	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	benutzbar
unerschütterbaren	unerschütterbar	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	erschütterbar
niederschlagsfreier	niederschlagsfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	niederschlags
unsympathischem	unsympathisch	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	sympathisch
erbenlose	erbenlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	erben
fußballosen	fußballos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	fußbal
nitratfreies	nitratfrei	ADJA	66	FALSE	TRUE	FALSE	FALSE	-frei	nitrat
hürdenlosen	hürdenlos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	hürden
kompromißlosem	kompromisslos	ADJA	66	FALSE	FALSE	TRUE	FALSE	-los	kompromiss
undenkbarsten	undenkbar	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	denkbar
unbefiederten	unbefiedert	ADJA	66	FALSE	FALSE	FALSE	TRUE	un-	befiedert
unneurotisch	unneurotisch	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	neurotisch
unerforschbar	unerforschbar	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	erforschbar
unwohnlicher	unwohnlich	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	wohnlich
eifrei	eifrei	ADJD	66	FALSE	TRUE	FALSE	FALSE	-frei	ei
unvertreten	unvertreten	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	vertreten
knotenfrei	knotenfrei	ADJD	66	FALSE	TRUE	FALSE	FALSE	-frei	knoten
chemiewaffenfrei	chemiewaffenfrei	ADJD	66	FALSE	TRUE	FALSE	FALSE	-frei	chemiewaffen
unverlogen	unverlogen	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	verlogen
ungerader	ungerade	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	gerade
sandfrei	sandfrei	ADJD	66	FALSE	TRUE	FALSE	FALSE	-frei	sand
unerleuchtet	unerleuchtet	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	erleuchtet
geschwisterlos	geschwisterlos	ADJD	66	FALSE	FALSE	TRUE	FALSE	-los	geschwister
unentrinnbarer	unentrinnbar	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	entrinnbar
kompensationslos	kompensationslos	ADJD	66	FALSE	FALSE	TRUE	FALSE	-los	kompensations
themenlos	themenlos	ADJD	66	FALSE	FALSE	TRUE	FALSE	-los	themen
erscheinungsfrei	erscheinungsfrei	ADJD	66	FALSE	TRUE	FALSE	FALSE	-frei	erscheinungs
medienfrei	medienfrei	ADJD	66	FALSE	TRUE	FALSE	FALSE	-frei	medien
unschwedisch	unschwedisch	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	schwedisch
unbeeindruckend	unbeeindruckend	ADJD	66	FALSE	FALSE	FALSE	TRUE	un-	beeindruckend
subjektlos	subjektlos	ADJD	66	FALSE	FALSE	TRUE	FALSE	-los	subjekt
schlauchlos	schlauchlos	ADJD	66	FALSE	FALSE	TRUE	FALSE	-los	schlauch
nuancenlos	nuancenlos	ADJD	66	FALSE	FALSE	TRUE	FALSE	-los	nuancen
unvorteilhafteste	unvorteilhaft	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	vorteilhaft
entwürdigte	entwürdigt	ADJA	65	TRUE	FALSE	FALSE	FALSE	ent-	würdigt
sorgenloser	sorgenlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	sorgen
unbayerische	unbayerisch	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	bayerisch
telefonfreie	telefonfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	telefon
kellerlose	kellerlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	keller
bürstenloser	bürstenlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	bürsten
themenfreie	themenfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	themen
mückenfreie	mückenfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	mücken
unbezifferbare	unbezifferbar	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	bezifferbar
herzlosem	herzlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	herz
unweite	unweit	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	weit
mauerlosen	mauerlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	mauer
restlosem	restlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	rest
anzeigenfreien	anzeigenfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	anzeigen
konsenslose	konsenslos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	konsens
pointenfreien	pointenfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	pointen
ungechlorten	ungechlort	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gechlort
ungesiebte	ungesiebt	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gesiebt
pianolosen	pianolos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	piano
wegeloser	wegelos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	wege
unrhythmischer	unrhythmisch	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	rhythmisch
unfeierlicher	unfeierlich	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	feierlich
untolerierbares	untolerierbar	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	tolerierbar
undergroundige	undergroundig	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	dergroundig
erlaubnisfreier	erlaubnisfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	erlaubnis
lehrerfreie	lehrerfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	lehrer
unvorsehbaren	unvorsehbar	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	vorsehbar
ungelüfteter	ungelüftet	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gelüftet
ungeeichte	ungeeicht	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	geeicht
unverständlichere	unverständlich	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	verständlich
entrindeter	entrindet	ADJA	65	TRUE	FALSE	FALSE	FALSE	ent-	rindet
unfreiheitlichen	unfreiheitlich	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	freiheitlich
unkommode	unkommod	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	kommod
ungedüngtem	ungedüngt	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gedüngt
ungeklaerte	ungeklaert	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	geklaert
unuebersichtlichen	unübersichtlich	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	übersichtlich
steinfreie	steinfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	stein
bischofslosen	bischofslos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	bischofs
neidfreie	neidfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	neid
ungerechtfertiger	ungerechtfertig	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gerechtfertig
industriefreien	industriefrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	industrie
medienbruchfreien	medienbruchfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	medienbruch
störungsfreieren	störungsfrei	ADJA	65	FALSE	TRUE	FALSE	FALSE	-frei	störungs
schraubenlosen	schraubenlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	schrauben
entöltes	entölt	ADJA	65	TRUE	FALSE	FALSE	FALSE	ent-	ölt
unvermeintliche	unvermeintlich	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	vermeintlich
ungetane	ungetan	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	getan
einsatzlosen	einsatzlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	einsatz
gardinenlose	gardinenlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	gardinen
gesinnungslose	gesinnungslos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	gesinnungs
ungestalteter	ungestaltet	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gestaltet
entströmenden	entströmend	ADJA	65	TRUE	FALSE	FALSE	FALSE	ent-	strömend
ungebügeltem	ungebügelt	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gebügelt
entzürnte	entzürnt	ADJA	65	TRUE	FALSE	FALSE	FALSE	ent-	zürnt
ungesitteten	ungesittet	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gesittet
viehlose	viehlos	ADJA	65	FALSE	FALSE	TRUE	FALSE	-los	vieh
ungnädigsten	ungnädig	ADJA	65	FALSE	FALSE	FALSE	TRUE	un-	gnädig
unerhoert	unerhört	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	erhört
lüfterlos	lüfterlos	ADJD	65	FALSE	FALSE	TRUE	FALSE	-los	lüfter
kippenfrei	kippenfrei	ADJD	65	FALSE	TRUE	FALSE	FALSE	-frei	kippen
entkoppelt	entkoppelt	ADJD	65	TRUE	FALSE	FALSE	FALSE	ent-	koppelt
entschlackt	entschlackt	ADJD	65	TRUE	FALSE	FALSE	FALSE	ent-	schlackt
unzeitgemäss	unzeitgemäss|unzeitgemäß	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	zeitgemäss|unzeitgemäß
umstandlos	umstandlos	ADJD	65	FALSE	FALSE	TRUE	FALSE	-los	umstand
unvergeben	unvergeben	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	vergeben
rieselfrei	rieselfrei	ADJD	65	FALSE	TRUE	FALSE	FALSE	-frei	riesel
tuberkulosefrei	tuberkulosefrei	ADJD	65	FALSE	TRUE	FALSE	FALSE	-frei	tuberkulose
tantiemenfrei	tantiemenfrei	ADJD	65	FALSE	TRUE	FALSE	FALSE	-frei	tantiemen
unabgekocht	unabgekocht	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	abgekocht
unangegriffen	unangegriffen	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	angegriffen
unschöpferisch	unschöpferisch	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	schöpferisch
ungehetzt	ungehetzt	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	gehetzt
unakzeptierbar	unakzeptierbar	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	akzeptierbar
staubfreier	staubfrei	ADJD	65	FALSE	TRUE	FALSE	FALSE	-frei	staub
unplausibler	unplausibel	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	plausibel
entlockend	entlockend	ADJD	65	TRUE	FALSE	FALSE	FALSE	ent-	lockend
bodenfrostfrei	bodenfrostfrei	ADJD	65	FALSE	TRUE	FALSE	FALSE	-frei	bodenfrost
unlesbarer	unlesbar	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	lesbar
unkindlich	unkindlich	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	kindlich
unbelüftet	unbelüftet	ADJD	65	FALSE	FALSE	FALSE	TRUE	un-	belüftet
gnadenfrei	gnadenfrei	ADJD	65	FALSE	TRUE	FALSE	FALSE	-frei	gnaden
unaufregender	unaufregend	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	aufregend
frauenloser	frauenlos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	frauen
vereinsfreie	vereinsfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	vereins
ticketloses	ticketlos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	ticket
untenliegende	untenliegend	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	tenliegend
unbehaarter	unbehaart	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	behaart
uneffizientes	uneffizient	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	effizient
ungestressten	ungestresst	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	gestresst
latexfreie	latexfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	latex
fahrradfreien	fahrradfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	fahrrad
beschäftigungsloses	beschäftigungslos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	beschäftigungs
aggressionslose	aggressionslos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	aggressions
untätigem	untätig	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	tätig
unriskanten	unriskant	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	riskant
zeitloseren	zeitlos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	zeit
ungezaehlte	ungezaehlt	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	gezaehlt
unreiferen	unreif	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	reif
unwiederbringbaren	unwiederbringbar	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	wiederbringbar
stillosem	stillos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	stil
unparteiischem	unparteiisch	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	parteiisch
unverzeihbare	unverzeihbar	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	verzeihbar
ungelenkige	ungelenkig	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	gelenkig
unliebsamste	unliebsam	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	liebsam
unsterblichsten	unsterblich	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	sterblich
pelzfreie	pelzfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	pelz
cheflose	cheflos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	chef
unbiegsamen	unbiegsam	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	biegsam
undisziplinierteste	undiszipliniert	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	diszipliniert
pachtfreie	pachtfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	pacht
störfreien	störfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	stör
zigarettenfreien	zigarettenfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	zigaretten
präsidentenlosen	präsidentenlos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	präsidenten
pilotenlose	pilotenlos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	piloten
aggressionsfreies	aggressionsfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	aggressions
fahrerlaubnisfreien	fahrerlaubnisfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	fahrerlaubnis
unverbrämten	unverbrämt	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	verbrämt
absenderlosen	absenderlos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	absender
entstehungsgeschichtlichen	entstehungsgeschichtlich	ADJA	64	TRUE	FALSE	FALSE	FALSE	ent-	stehungsgeschichtlich
entstaubtem	entstaubt	ADJA	64	TRUE	FALSE	FALSE	FALSE	ent-	staubt
unabschätzbares	unabschätzbar	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	abschätzbar
unbalancierten	unbalanciert	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	balanciert
unkommoden	unkommod	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	kommod
kiellosen	kiellos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	kiel
unausgetretene	unausgetreten	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	ausgetreten
gottloseste	gottlos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	gott
streitfreien	streitfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	streit
unverjährbaren	unverjährbar	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	verjährbar
unbesorgter	unbesorgt	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	besorgt
ungesichtete	ungesichtet	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	gesichtet
nennbetragslosen	nennbetragslos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	nennbetrags
kopierschutzfreien	kopierschutzfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	kopierschutz
untrainiertem	untrainiert	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	trainiert
progressionsfreies	progressionsfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	progressions
unbeeinflussbares	unbeeinflussbar	ADJA	64	FALSE	FALSE	FALSE	TRUE	un-	beeinflussbar
mittelosen	mittelos	ADJA	64	FALSE	FALSE	TRUE	FALSE	-los	mitte
dunstfreie	dunstfrei	ADJA	64	FALSE	TRUE	FALSE	FALSE	-frei	dunst
unbesichtigt	unbesichtigt	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	besichtigt
ungeschwungen	ungeschwungen	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	geschwungen
moralinfrei	moralinfrei	ADJD	64	FALSE	TRUE	FALSE	FALSE	-frei	moralin
utopielos	utopielos	ADJD	64	FALSE	FALSE	TRUE	FALSE	-los	utopie
unrebellisch	unrebellisch	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	rebellisch
spiegellos	spiegellos	ADJD	64	FALSE	FALSE	TRUE	FALSE	-los	spiegel
unverkäuflicher	unverkäuflich	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	verkäuflich
ungetrocknet	ungetrocknet	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	getrocknet
prospektfrei	prospektfrei	ADJD	64	FALSE	TRUE	FALSE	FALSE	-frei	prospekt
schnarchfrei	schnarchfrei	ADJD	64	FALSE	TRUE	FALSE	FALSE	-frei	schnarch
unegoistisch	unegoistisch	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	egoistisch
planfrei	planfrei	ADJD	64	FALSE	TRUE	FALSE	FALSE	-frei	plan
unstressig	unstressig	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	stressig
verzugsfrei	verzugsfrei	ADJD	64	FALSE	TRUE	FALSE	FALSE	-frei	verzugs
unheldenhaft	unheldenhaft	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	heldenhaft
hustenfrei	hustenfrei	ADJD	64	FALSE	TRUE	FALSE	FALSE	-frei	husten
eigentümerlos	eigentümerlos	ADJD	64	FALSE	FALSE	TRUE	FALSE	-los	eigentümer
unhomogen	unhomogen	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	homogen
handballfrei	handballfrei	ADJD	64	FALSE	TRUE	FALSE	FALSE	-frei	handball
uneinladend	uneinladend	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	einladend
ungelegt	ungelegt	ADJD	64	FALSE	FALSE	FALSE	TRUE	un-	gelegt
dauerarbeitslosen	dauerarbeitslos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	dauerarbeits
unerleuchteten	unerleuchtet	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	erleuchtet
netzlose	netzlos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	netz
uneigennützigsten	uneigennützig	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	eigennützig
ungeläufige	ungeläufig	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	geläufig
unbenennbaren	unbenennbar	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	benennbar
unfigürlichen	unfigürlich	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	figürlich
getriebeloser	getriebelos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	getriebe
schamlosere	schamlos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	scham
verdachtlose	verdachtlos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	verdacht
unheiligsten	unheilig	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	heilig
insolvenzfreien	insolvenzfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	insolvenz
unfestlichen	unfestlich	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	festlich
unpathetischem	unpathetisch	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	pathetisch
geschäftsfreien	geschäftsfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	geschäfts
rückstandslosen	rückstandslos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	rückstands
entbrennende	entbrennend	ADJA	63	TRUE	FALSE	FALSE	FALSE	ent-	brennend
visafreiem	visafrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	visa
mähnenlosen	mähnenlos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	mähnen
unverwertbares	unverwertbar	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	verwertbar
faltenloser	faltenlos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	falten
unkoscheres	unkoscher	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	koscher
kreidefreie	kreidefrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	kreide
sorgloseste	sorglos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	sorg
ungewürzter	ungewürzt	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	gewürzt
einkaufsfreie	einkaufsfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	einkaufs
stachelloser	stachellos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	stachel
unwohlen	unwohl	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	wohl
blumenlosen	blumenlos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	blumen
unerschütterte	unerschüttert	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	erschüttert
unbehauenem	unbehauen	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	behauen
tastenlosen	tastenlos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	tasten
schonungslosere	schonungslos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	schonungs
unanfechtbarem	unanfechtbar	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	anfechtbar
ungezuckertem	ungezuckert	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	gezuckert
beispielsloser	beispielslos	ADJA	63	FALSE	FALSE	TRUE	FALSE	-los	beispiels
ungünstigstem	ungünstig	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	günstig
leistungsfreies	leistungsfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	leistungs
wellenfreien	wellenfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	wellen
östrogenfreie	östrogenfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	östrogen
unliniertes	unliniert	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	liniert
unnatürlichste	unnatürlich	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	natürlich
unpfändbares	unpfändbar	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	pfändbar
ungeschmeidige	ungeschmeidig	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	geschmeidig
terrorfreie	terrorfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	terror
schweißfreie	schweißfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	schweiß
unrealistischsten	unrealistisch	ADJA	63	FALSE	FALSE	FALSE	TRUE	un-	realistisch
cholesterinfreies	cholesterinfrei	ADJA	63	FALSE	TRUE	FALSE	FALSE	-frei	cholesterin
